sentence_id,sentence_text,label
56624,"We arrived around noon and our room wasn't ready, but we could leave our bags at the reception desk and get to the pool.",0
46647,but I recommend it if you get a sunny day.,1
62510,"Can enjoy water show in the evening, casino and shopping inside the hotel.",0
65482,"However please note can get very crowed, especially on weekends and always keep a eye out for the Selfie Sticks...pointing in every possibly direction!",1
35923,The hotel accommodated to our 3rd guest with a nice proper roll-out bed which was just as comfortable (it JUST fitted in between the twin beds so families be warned).,0
64312,We arrived at 5pm on Thursday and thought it was going to be busy,0
10909,"Nonetheless, I would probably stay here again.",0
19852,No tipping required service charge and government tax are added.,0
54741,It's a grand hotel and our deluxe suite was just incredible with beautiful sea views.,0
55530,A++++++ awesome and fabulous views the lunch was awesome we had a three course meal it was professional would definitely go back!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
56601,The room has good seaview.,0
49538,"Only hotel guests are allowed to access the pool, which is a wonderful thing as I'm sure everyone would be there otherwise!",0
44478,Love the location.,0
56662,"Ok to stay for 1-2 nights, but more would be to much.",0
18376,**Room view ::    Please refer the hotel website for clear understanding of each room type and view.,0
38648,"Nonetheless, well worth it.",0
53903,"I highly recommend this hotel however please not it is pretty expensive, even the cafes/shops in the Shoppe are dear.",0
17611,You have to be a hotel guest to try it,0
37668,I wouldn't particularly recommend the room upgrade either.,1
33663,You cannot missed this hotel when you are going to visit Singapore.,0
43164,I'll post pics when I transfer from my GoPro.,0
54196,View is the same as we get in our room so we didn't really feel there was a need to go again.,0
47404,The sky bar has great photo op and best time is around 630pm when dusk comes.,1
32889,"Definitely should be your best choice,     I have always been a fan of the Marina Bay Pan Pacific but the this is my new hotel of choice.",0
40153,One side looks across the harbour with its floating football pitch; the other side looks across the gardens and skywalk.,0
32191,"Was a really nice hotel, great views of the marina and convenient to get to the shopping centre but not sure if I would stay again, due to the price.",0
41576,"We stayed for just one night on the way to Thailand, and it was just amazing!",0
63562,"Definitely recommend this hotel either family leisure or business trip, will definitely come back again.",0
55143,"The day spa is fantastic, massages are world class.",0
63490,"The pool of course is amazing and let's face it, everyday your in Singapore and your not staying at MBS you will be looking up thinking 'I should have booked it'.",0
65202,unfortunately could not take a photo of the famous views of the swimming pool .,0
47907,This will be my pick again should I come back to Singapore.,0
69864,"Nevertheless, all in all I would recommend everybody who comes to Singapore to stay in this nice Hotel.",0
68530,"Waiting tome for check in and check out were long, even if you stay in club room or suite.",0
68412,Both rooms had that.,0
67253,"We originally were told a meal could be prepared for our son that would be free of his allergens, only to be called back 30 minutes later stating this was not possible after all.",0
1107,Particularly Mr. Sean had taken care that my 3 year old baby is also served well.,0
64668,do go upto the pool if ur staying in there as swimmimg over singapore would make u feel larger than life.,1
17268,Fitness aficionados must try the Banyan Tree Fitness Centre on level 55 of Tower 2.,1
44412,Buffet spread in Rise is good but expansive & please make reservation should you plan to dine there.,1
16039,The service provided was exceptional.,0
27358,"The pool is worth the money alone it is amazing, there are plenty of sun beds, lovely fresh pool towels, waiter service everything you could want.",0
54171,The huge window-wall - gives you amazing view at night.,0
23285,Would love to be back one day.,0
62526,"Because we were originally given a room in the right in front of the elevator with two adjoining rooms which were not soundproof at all, we requested a room change because of the noice and instead we were upgraded from a 500 sqft room on the 18th floor with a bay view, to a 1000 sqft on the 38th floor with a panoramic city view and were surprised to see that the room was double the size but with the exact same furnishings, leaving so much unused empty space in the room .",0
51466,If you had mobility issues or you were unsteady on your feet I am not sure this would be a good option.,1
50445,We had buffett breakfast downstairs with everything you would expect drinks in the main bar.,0
37536,"breakfast was fantastic, expensive, but worth it, so make sure u are hungry is my bit of advice, kept us going the whole day!",1
6694,Thank you for transferring this TODAY PLEASE deposit to me.,0
40752,You also need to ensure that nobody attempts to move or take out any items in the fridge as you will be billed automatically.,1
43493,Bayfront MRT is also close to the hotel.,0
4235,I would suggest the house keeping team could prepare a pair of scissors for guests to use in room.,1
14011,"All in all it was a wonderful stay, but very expensive for what it was.",1
32237,No need to say about amazing view and good cocktails!,0
5679,Mind well..if you are off to the airport from the hotel...most of the taxi companies have a fixed price,0
60337,And it should all be great,0
22289,"Service was invented in this city and it should be mandatory for any American Hotel management training to spend some time here understanding the art of service, that isn't tip driven.",0
40615,"Quite to my surprise, despite the scale of the hotel, there are personal touches, but when in public areas, such as the lobby or the worlds largest rim flow pool, you can feel overwhelmed by the sheer amount of people.",1
11110,"And the rooftop pool,  unbelievable.",0
37092,"In many other places people would occupied the chairs and go away and not use them, so in Marina bay this is not the case :-)",1
67741,"If you are lucky enough to go to Singapore, the cherry on top would be to stay in this jewel of the hospitality industry and bathe on one of the most magnificent infinity pools on the 58th floor.",0
31115,I don't think I had appreciated the sheer scale of the place and realized just how much it would feel like a huge Las Vegas hotel (I guess the clue was in the name!).,0
2798,"With three rooms to manage, I ended memorising the booking reservation codes for all three rooms because you need to key them in for every little booking or tweaks you want to make.",1
40498,"Overall, I would always book this experience again-",0
26316,We decided at check-in to see if we could change it to the City View since it would be amazing to see the sunset and city lights turn on at night.,0
47286,"Breakfast, Afternoon Tea and Cocktails are available during certain times of the day in Club 55 and all apart of the Club Room rate.",0
50973,The city view was spectacular at night and bed was fantastically comfortable.,0
36132,This was the only fault we could find with the hotel - no late night restaurants or if there was it wasn't advertised very well and the staff didn't know about it.,1
44427,The accommodation is just sensational.,0
8078,"Everyone knows about the pool on top, and it certainly doesn't disappoint, but there's a lot more to this property and our stay there really put the finishing touch on a perfect honeymoon.",0
5194,Will definitely consider my go-to location for future Singapore visits!,0
15317,I stayed here for 5 nights on my last trip and it could not have been better.,0
43124,I didn't try any fine dining because I just wanted simple tasty local food.,0
44312,Also the amount the block as a deposit ( cash or credit card ) is a larger sum which people should be aware of,1
69140,One of the finest building in Singapore which has lots of great clubs to visit.,0
3335,"What surprised me is the late check-in time, only starting at 3 pm and the early check-out at 11 am.",1
41502,The food for in room service are also good.,0
30050,Sky desk & sky bar are both worth for going no matter in the day time or the night (make sure you wear some jackets) with the winds are quite big.,1
29035,Our check in was fast and after  10 minutes we were in our room.,0
21803,"We had a meal in Ce La Vie the hotel fine dining restaurant on 57th floor, again menu, food and service was stunning.",0
50251,"However for Muslim travellers, please note halal eating options around the place are very limited - only Texas Chicken and McDonalds are halal certified and both are based in the cloud forest / super tree grove area and a 15 minute walk in super heat and humidity.",1
11738,I could go on and on brilliant.,0
13196,"I could fault nothing - the staff were amazing, our room spotless and the view incredible, the Hotel is just Wow!",0
66921,You will not be disappointed with this hotel!,0
69389,"The check out also you could do from Your room, because the line on the front desks are big.",1
5529,"The lobby is alot like a Las Vegas hotel:  bustling, loud, almost over-stimulating.",0
64885,Could not fault the service or the food.,0
10693,"The swimming pool has one of the best views in the world but unfortunately it gets very crowed and in turn it looses the ambiance, hence why we have never wanted to swim in the pool.",1
7547,The view was wonderful and worth it.,0
68398,The staff is friendly and helpful.,0
25025,Mostly you have to wait for ten to twenty minutes during the morning but the staff is very efficient and once you are seated you only have to enjoy a great breakfast.,1
19113,Pool:  Now onto the main event and probably the main reason everyone stays here - THE POOL.,0
5481,"If you have the time and money to spend (not just for the viewing deck), maybe a special occasion, please stay here to experience the service, warmth, cleanliness, cuisine, infinity pool and breathtaking views of this iconic hotel.",0
24008,"Other than that, the corridors downstairs to the metro and shops I found really confusing and with poor signage.",1
12814,The reason I keep on coming back is for the sake of the view and the infinity pool.,0
22291,Thank you for day 1 perfection.,0
6409,The room is super spacious with amazing view of the skyline and harbourfront.,0
10952,Lots of places to choose to eat at including the breakfast buffets in the morning.,0
21522,The mall attached to the hotel is massive but generally empty-ish.,1
61433,The water quality was quite poor on the day I visited (Summer weekdays).,1
14031,"2,500 rooms.",0
53237,"Breakfast was served in Club55 and was excellent, the bacon was superb the best we had ever had it, it just melted in your mouth.",0
36077,"Shoppes by the bay (the adjoining shipping mall) offer a similar mark up so if you were restricted  to the immediate vicinity,  you could spend a small fortune.",1
28240,"Unfortunely we were given a room on the 6th floor, not high at all.",0
22854,Recommend this place if anyone is visiting Singapore.,0
7607,"Oh, and by the way",0
20010,Would love to go back.,0
27749,"so try to get up there early, or later on in the evening.",0
48987,"Our twin room had 2 large comfortable double beds, desk, plenty of wardrobe and luggage space, tv and a floor to ceiling window looking on to the Marina.",0
37561,The infinity pool is amazing and so is the shopping experience .,0
51019,Staff were always helpful & provided a cake for a recent birthday!!!,0
40823,It should be said that it is probably one of the most expensive areas of Singapore.,0
65382,"but that's what it was built for i suppose :)    overall a great experience, it is totally worth the money.",0
55077,The service is not personnalized as there are too many people and we got several different answers at  the same question.,1
39931,"I recommend a city view, but the seaview rooms have balconies, which is a plus.",0
32626,Receptionist Service : 80%   MBS became tourist attraction and felt like im doing a favor while checking in     MBS Skypook : Limited to # of person per room,1
50538,"The swimming pool on the roof is amazing, better go there EARLY in the Morning.",1
14792,"There are all these theories about the best time to go to the pool,  ie between the hours of check out and check-in and other wives tales.",1
24708,and i think that is part of the attraction.,0
40104,"Whatever I've asked them, they always recommended me offers from themself or their partners.",0
64179,I booked in and the lovely Thersa could not be nicer or more efficient.,0
33931,We got an upgrade to the 31st floor and got our room early upon arriving.,0
52892,The highlight of this hotel is the infinity pool which is built on top of the building roof...,0
40852,"He said it was opened yesterday and it could not be poured tomorrow, so we were welcome to the lot.",0
50074,There are two options either garden view or city view.,0
55638,Don'f forget to carry your passport if want to try some luck at the casino.,1
10519,Absolutely massive and for that reason I would say it feels like more of a business hotel that anything else.,0
6438,"We enjoyed access to the famous roof top pool and took an early morning swim - its actually quite peaceful in the morning hours; later on, its a mad house, but what would you expect?",0
8117,Best breath taking view...,0
12008,Service was superb.,0
44653,Would definitely come next trip and bring wifey along and will request a higher floor and maybe the garden view.,0
33615,"Food is quite expensive in the mall and hotel, but go to the Sweet Spot for breakfast and lunch.",1
5784,Breakfast was great and very large variety for all meal and food preferences.,0
15955,"Overall, impressive, but expensive, and no better than other good 3 star/4 star hotels that we have stayind in.",0
17926,Shopping area is almost all Gucci / Versace like shops and nothing I would spend money on.,0
67214,"so no one tries to pull a fast one and try to bring in no hotel visitors in without permission, pool hours are from 6am-11PM.",0
46667,It was so nice to just swim to the edge and look over this wonderful city.,0
55288,The infinity pool on top was fun to try.,0
46540,All the rooms I saw had a great view.,0
45199,"the room was very nice with a vew on the gardens, consider to choose this rather than marina view,which can be experienced from other places as well.",1
4009,I just wish they had a way to speed up the process so that guests didnt have to queue for 30minutes.,1
19704,"Perhaps hotel management could consider introducing internet check-in, just like the airlines, to speed up the process?",1
28402,"The room was very clean, spacious, and had the quality you would expect.",0
40977,"We were hoping for something different, some hotels would present a simple cake for couples celebrating their special occasion.",1
27036,Be aware if you drink or eat in the hotel it 's very expensive.,1
41210,Try rooms over 20th floor with a view to the city.,1
52268,We stayed in the Deluxe Room with Garden View.,0
9173,Casino for everyone who want to try his luck...  Very kind stuff at the reception and very easy and quick access to gardens by the bay...,0
44729,"Don't hesitate to visit it, it's worth it.",1
8492,The pool is amazing and the view from the pool is iconic.,0
3319,We brought bicycles and we could keep them safely in the storage room right outside of tower 3.,0
62298,I would come back and stay again.,0
57640,"On the whole though, MBS is a great place to stay and would most definitely like to stay again.",0
4370,I would like to compliment your entire staff for being so professional.,0
27357,"There is no shuttle to the airport, but even ealry in the morning it should be okay to find a taxi.",0
29805,"When I inquired about this I was told to line up at the check in counter as from 11:00 am, if there is a room available you will be directed to that room which we did, we were in the room at 11:15 with our luggage a couple of minutes behind us.",0
57173,"I recommend 2 day in The Marina Bay Hotel, is enough to join the pool and the attractions around!",1
35137,We'll definitely come back and suggest this to our friends and family.,0
31897,"This is a fantastic hotel very welcoming and professional, we wish we could have stayed longer.",0
34064,I would dare say it's probably the largest and certainly most photographed.,0
62667,"Staff were always polite, smiling and helpful.",0
55535,We could see the laser show on the river at night right from the comfort of our hotel room.,0
56328,"I would stay here again, although it was expensive, the facilities in the hotel make it worth it.",0
4055,It was a staycation and would say the money was worth it for.,0
68397,Was greeted warmly and check in was a breeze.,0
65533,The view from the room and the rooftop restaurant/bar is amazing and the infinity pool is definitely a must!!,0
4661,We would never dream of experiencing such an amazing stay because of him !,0
26717,The staff are very friendly and accommodating.,0
37521,This place has over 2300 rooms and in the downstairs lobby you feel like an ant,0
14898,"The New Year 's eve party at Lavo was a bit chaotic at first (rather go watch the fireworks at the pool) but after midnight it got so much better, we had lots of fun!",1
47767,"Food is excellent ,plus friendliness of staff .Everyone was so helpful and I fully recommend their Sunday buffet lunch .",1
51601,With shopping & dining galore it's practically a one stop paradise.,0
5802,Worth staying just to use the infinity pool!!!,0
63852,"Checking out was fast, and again, the people who handled my bags were the genuine ones helping us keep our bags while we checked out, and assisted us all the way till we got our cab to head to the airport.",0
54213,We had a large room on 38th floor with a great view of Singapore skyline and across    Would definitely stay again,0
11668,"Spending 7 days in the Maldives I didn't think our trip could be topped , as we arrived late into Singapore (there were 9 of us)",0
43388,You need to experience this hotel at least once in your life and I did it.,1
9972,We relaxed in the infinity pool in level 57 and it 's a great experience.,0
29515,Every evening in this hotel Anna who was one of the evening hosts would stop by and ask us what we had done that day.,0
18394,The most famous Singapore Sling a must try too.,1
62852,"At the Club Lounge later, the ladies manning the desk there were horrified at how I was treated.",0
15380,"We spent the bulk of the day poolside on the 57th floor, this was a memorable experience, the pool glass-walled infinity pool is indescribable so I won 't even try.",0
33644,"We have received higher floor room but with Gardens by bay view, which was still amazing, and it had small balcony.",0
51502,All UK plugs throughout Singapore.,0
8458,the price was good,0
27402,"Well Done MBS :) Have been to so many luxury hotels and your employees are very well trained to delight customers..  + Conveniently located / Connected to EXPO, Shops and Restaurants  +",0
13586,Not many people swimming though just seems everyone is taking selfies.,0
40145,before coming to MBS I read most of the reviews good and bad but I must say once I got there I could see for myself it is the best place to stay in Singapore yes check in can be a little challenging,0
2051,"Great service, amazing food and such a great location.",0
54865,One of the best hotels I have ever seen.,0
64214,"Also, it might be worth getting the club rooms as well as you get added bonuses in the Club Lounge.",1
9989,That would be a YES!!!,0
21611,A pleasure of mind and body.,0
61382,"A special mention goes to David the Food & Beverage Assistant Manager was so thoughtful we were waiting to be seated for breakfast and had to wait a while because of the volume of people , he went and got a chair for my daughter , very attentative and professional.",0
45248,"Totally commend this hotel what an amazing place, would definitely recommend to anyone going to Singapore, top star rating, thank you for such a fab stay",0
68796,One of the amenity that i really want to try before we check-out is the infinity pool (they have 3!,0
59918,Make sure you look up for a good room in advance.. one with their garden facing view..,1
32659,"It Was Very Amazing Hotel, I came to Singapore second times and have a chance to visit and stay here.",0
7750,But anyways stunning view there,0
